303 126
296 130
202 72
176 167
384 42
394 46
381 176
365 188
352 204
336 218
318 234
299 252
281 272
259 293
232 314
364 292
378 294
348 358
500 203
548 206
574 208
523 204
600 209
544 236
532 258
505 309
494 364
492 374
493 344
516 348
540 354
564 359
591 364
