305 124
298 128
203 70
178 164
386 40
396 44
382 174
368 186
353 200
337 216
320 232
301 250
282 270
260 291
234 312
366 291
377 292
354 358
502 202
550 204
570 206
526 202
602 208
545 234
536 256
507 308
496 362
493 373
494 343
517 347
541 352
566 358
592 363
