179 113
172 118
124 41
87 157
296 28
304 33
294 170
282 184
268 200
255 217
240 236
222 257
205 280
184 306
157 333
320 300
334 301
330 376
500 203
552 206
578 207
526 204
606 209
490 233
488 256
478 310
482 367
489 379
490 348
516 351
542 354
566 358
594 360
