287 128
280 134
185 74
158 170
368 46
378 50
364 178
350 192
336 206
320 221
302 238
284 256
265 276
242 298
216 318
349 295
362 298
333 362
484 205
530 208
556 210
506 206
582 212
527 238
517 260
489 311
478 366
476 376
477 346
500 350
524 355
547 360
574 365
