0.0463, 6.5282, 133.215897
-0.8515, 6.1534, 133.221603
-1.775, 5.7682, 132.409393
-3.6192, 4.9853, 133.212799
0.8383, 5.1496, 131.091095
0.556, 6.7573, 132.14
-0.8112, 6.1722, 131.1138
-0.0135, 6.4959, 131.105896
-0.0762, 6.4742, 132.492706
-0.617, 6.4595, 132.135
-0.8596, 6.1433, 133.112503
-0.8529, 6.1302, 132.419
